0.000976562 0.636001 0.630537 0.641464 0.602995 -0.410182 1.61617 0.636831
0.00195312 0.635984 0.630525 0.641443 0.619212 0.11262 1.1258 0.636831
0.00390625 0.636046 0.630597 0.641495 0.627347 0.374041 0.880653 0.636831
0.0078125 0.63615 0.630722 0.641579 0.631426 0.50475 0.758102 0.636831
0.015625 0.636204 0.630815 0.641594 0.633463 0.570076 0.69685 0.636831
0.03125 0.636257 0.630947 0.641568 0.634467 0.602672 0.666263 0.636831
0.0625 0.636587 0.631439 0.641735 0.635439 0.619336 0.651541 0.636831
0.125 0.638968 0.634156 0.643779 0.638251 0.629813 0.64669 0.636831
0.25 0.64934 0.645204 0.653477 0.648981 0.644154 0.653807 0.636831
0.5 0.696751 0.693622 0.699879 0.69671 0.693558 0.699861 0.636831
1 0.883259 0.880658 0.885859 0.883259 0.880658 0.885859 0.636831
