8.97426 0.0005 0.00089667
9.04769 0.0015 0.00150274
9.19995 0.0025 0.00408271
9.21026 0.0035 0.00435367
9.21529 0.0045 0.0044916
9.23835 0.0055 0.00517492
9.25766 0.0065 0.00581659
9.29651 0.0075 0.00732487
9.32633 0.0085 0.00870718
9.34516 0.0095 0.00969313
9.36174 0.0105 0.0106408
9.40031 0.0115 0.0131626
9.40397 0.0125 0.0134267
9.44721 0.0135 0.0169114
9.44894 0.0145 0.0170657
9.45043 0.0155 0.0171993
9.45403 0.0165 0.0175262
9.45442 0.0175 0.0175621
9.47116 0.0185 0.0191551
9.48468 0.0195 0.0205297
9.49171 0.0205 0.0212772
9.49985 0.0215 0.0221712
9.51217 0.0225 0.0235844
9.5241 0.0235 0.0250239
9.53799 0.0245 0.0267923
9.54844 0.0255 0.0281914
9.55427 0.0265 0.0289973
9.5553 0.0275 0.029142
9.55998 0.0285 0.0298053
9.56066 0.0295 0.0299024
9.57055 0.0305 0.0313506
9.57622 0.0315 0.0322055
9.57858 0.0325 0.0325685
9.58153 0.0335 0.0330247
9.58162 0.0345 0.0330396
9.58596 0.0355 0.0337206
9.59653 0.0365 0.0354317
9.6001 0.0375 0.0360244
9.60039 0.0385 0.0360728
9.60384 0.0395 0.0366544
9.60979 0.0405 0.0376763
9.61083 0.0415 0.0378563
9.61187 0.0425 0.0380385
9.62427 0.0435 0.040258
9.62487 0.0445 0.0403685
9.63616 0.0455 0.0424857
9.63642 0.0465 0.0425348
9.63724 0.0475 0.0426921
9.6407 0.0485 0.0433618
9.64796 0.0495 0.044794
9.64803 0.0505 0.0448077
9.65458 0.0515 0.0461309
9.6553 0.0525 0.0462784
9.65846 0.0535 0.0469296
9.65921 0.0545 0.0470852
9.67589 0.0555 0.0506573
9.6767 0.0565 0.0508375
9.67735 0.0575 0.0509812
9.67763 0.0585 0.0510428
9.69465 0.0595 0.0549299
9.69814 0.0605 0.0557543
9.70112 0.0615 0.0564652
9.70385 0.0625 0.0571249
9.70482 0.0635 0.0573615
9.71563 0.0645 0.0600363
9.72836 0.0655 0.0633146
9.72925 0.0665 0.0635494
9.73391 0.0675 0.0647857
9.73759 0.0685 0.0657756
9.73983 0.0695 0.0663835
9.74235 0.0705 0.0670744
9.7431 0.0715 0.0672807
9.74391 0.0725 0.0675049
9.74794 0.0735 0.0686226
9.75819 0.0745 0.0715365
9.75961 0.0755 0.0719477
9.76315 0.0765 0.0729804
9.76438 0.0775 0.0733424
9.76834 0.0785 0.0745129
9.76912 0.0795 0.0747451
9.76997 0.0805 0.0750013
9.7736 0.0815 0.0760947
9.7775 0.0825 0.0772796
9.77755 0.0835 0.0772959
9.77875 0.0845 0.0776655
9.79345 0.0855 0.0822856
9.79448 0.0865 0.0826177
9.7959 0.0875 0.0830729
9.7959 0.0885 0.0830747
9.80127 0.0895 0.0848266
9.80337 0.0905 0.0855164
9.80569 0.0915 0.0862867
9.80807 0.0925 0.0870833
9.81045 0.0935 0.0878814
9.81181 0.0945 0.0883424
9.81256 0.0955 0.088598
9.81908 0.0965 0.0908323
9.82181 0.0975 0.0917768
9.82244 0.0985 0.091998
9.83029 0.0995 0.0947688
9.83296 0.1005 0.0957261
9.83371 0.1015 0.0959942
9.83526 0.1025 0.0965534
9.84221 0.1035 0.099092
9.84393 0.1045 0.0997287
9.84808 0.1055 0.101275
9.84917 0.1065 0.101685
9.85018 0.1075 0.102065
9.85025 0.1085 0.10209
9.85046 0.1095 0.10217
9.85377 0.1105 0.103421
9.85403 0.1115 0.10352
9.85712 0.1125 0.104705
9.86014 0.1135 0.105867
9.86297 0.1145 0.106966
9.86562 0.1155 0.108002
9.86769 0.1165 0.108818
9.87003 0.1175 0.109745
9.87152 0.1185 0.110336
9.87473 0.1195 0.11162
9.876 0.1205 0.112131
9.87907 0.1215 0.113374
9.87925 0.1225 0.113446
9.88106 0.1235 0.114186
9.88227 0.1245 0.114682
9.88459 0.1255 0.115635
9.88545 0.1265 0.115988
9.88589 0.1275 0.116172
9.88706 0.1285 0.116655
9.8873 0.1295 0.116753
9.88881 0.1305 0.117381
9.89273 0.1315 0.119024
9.89611 0.1325 0.120449
9.89701 0.1335 0.120832
9.89714 0.1345 0.120889
9.89761 0.1355 0.121088
9.90004 0.1365 0.122128
9.90064 0.1375 0.122382
9.90079 0.1385 0.122446
9.90158 0.1395 0.122787
9.90349 0.1405 0.12361
9.90776 0.1415 0.125466
9.90877 0.1425 0.125907
9.90944 0.1435 0.126199
9.90991 0.1445 0.126405
9.91001 0.1455 0.12645
9.9139 0.1465 0.128166
9.91571 0.1475 0.128968
9.92032 0.1485 0.131033
9.92119 0.1495 0.131422
9.92377 0.1505 0.132591
9.92697 0.1515 0.134047
9.92725 0.1525 0.134173
9.92754 0.1535 0.134309
9.92856 0.1545 0.134776
9.9299 0.1555 0.13539
9.93279 0.1565 0.136723
9.93283 0.1575 0.136743
9.93365 0.1585 0.137121
9.93449 0.1595 0.137513
9.9359 0.1605 0.13817
9.93849 0.1615 0.139383
9.9424 0.1625 0.141224
9.94499 0.1635 0.142454
9.94502 0.1645 0.142471
9.94574 0.1655 0.142812
9.94604 0.1665 0.142958
9.94808 0.1675 0.143933
9.95093 0.1685 0.145303
9.95381 0.1695 0.146701
9.96353 0.1705 0.151472
9.96757 0.1715 0.153486
9.97134 0.1725 0.155383
9.97595 0.1735 0.157721
9.97872 0.1745 0.159137
9.98077 0.1755 0.160191
9.98123 0.1765 0.160428
9.98554 0.1775 0.16266
9.98661 0.1785 0.163217
9.98672 0.1795 0.163276
9.98819 0.1805 0.16404
9.99047 0.1815 0.165237
9.99126 0.1825 0.165651
9.99612 0.1835 0.168222
9.99623 0.1845 0.168282
9.99739 0.1855 0.168899
9.999 0.1865 0.169757
10.0005 0.1875 0.170547
10.0031 0.1885 0.171959
10.0055 0.1895 0.173261
10.0069 0.1905 0.173995
10.0075 0.1915 0.174357
10.0086 0.1925 0.174923
10.0087 0.1935 0.174972
10.009 0.1945 0.175162
10.0091 0.1955 0.17524
10.0098 0.1965 0.175603
10.0103 0.1975 0.175896
10.0139 0.1985 0.177855
10.0143 0.1995 0.178084
10.0198 0.2005 0.181137
10.0211 0.2015 0.181851
10.0262 0.2025 0.184695
10.0272 0.2035 0.185257
10.0331 0.2045 0.188599
10.0348 0.2055 0.189565
10.0379 0.2065 0.191352
10.0394 0.2075 0.192247
10.0409 0.2085 0.193134
10.041 0.2095 0.193194
10.0412 0.2105 0.193263
10.0416 0.2115 0.193509
10.0417 0.2125 0.193598
10.0438 0.2135 0.194794
10.0439 0.2145 0.194841
10.0456 0.2155 0.195845
10.0459 0.2165 0.196017
10.0487 0.2175 0.197674
10.0496 0.2185 0.198163
10.051 0.2195 0.199043
10.0516 0.2205 0.199372
10.0543 0.2215 0.200995
10.0552 0.2225 0.201533
10.0558 0.2235 0.201875
10.0603 0.2245 0.204532
10.0614 0.2255 0.205243
10.0615 0.2265 0.205286
10.0653 0.2275 0.20754
10.0698 0.2285 0.210283
10.0706 0.2295 0.210782
10.0709 0.2305 0.210952
10.0724 0.2315 0.211881
10.0747 0.2325 0.213301
10.081 0.2335 0.21718
10.0837 0.2345 0.218858
10.0898 0.2355 0.222739
10.0908 0.2365 0.223324
10.0915 0.2375 0.223768
10.0926 0.2385 0.224506
10.0931 0.2395 0.224808
10.0933 0.2405 0.224902
10.0984 0.2415 0.22819
10.0989 0.2425 0.22846
10.1013 0.2435 0.230041
10.1022 0.2445 0.230594
10.1022 0.2455 0.230619
10.1025 0.2465 0.230772
10.1031 0.2475 0.231186
10.1035 0.2485 0.231457
10.1071 0.2495 0.233753
10.1077 0.2505 0.234165
10.1095 0.2515 0.235352
10.1105 0.2525 0.236001
10.1112 0.2535 0.236426
10.1145 0.2545 0.238604
10.1159 0.2555 0.239482
10.1164 0.2565 0.239835
10.1197 0.2575 0.241984
10.1207 0.2585 0.242688
10.121 0.2595 0.242891
10.1212 0.2605 0.242989
10.1213 0.2615 0.243084
10.1219 0.2625 0.243485
10.1246 0.2635 0.245289
10.127 0.2645 0.246832
10.1291 0.2655 0.248269
10.1305 0.2665 0.249176
10.1316 0.2675 0.249939
10.132 0.2685 0.250229
10.134 0.2695 0.251565
10.1355 0.2705 0.252577
10.1367 0.2715 0.253386
10.1372 0.2725 0.253704
10.1384 0.2735 0.254544
10.1386 0.2745 0.254661
10.1409 0.2755 0.256204
10.1416 0.2765 0.256686
10.1433 0.2775 0.257853
10.1433 0.2785 0.257876
10.1436 0.2795 0.258066
10.1447 0.2805 0.258801
10.1463 0.2815 0.259921
10.1484 0.2825 0.261378
10.1509 0.2835 0.263101
10.1514 0.2845 0.263433
10.1521 0.2855 0.263937
10.1547 0.2865 0.26571
10.1573 0.2875 0.267501
10.1582 0.2885 0.268151
10.1585 0.2895 0.268379
10.1592 0.2905 0.268872
10.1654 0.2915 0.2732
10.1663 0.2925 0.273851
10.1719 0.2935 0.277807
10.172 0.2945 0.277826
10.1739 0.2955 0.279239
10.1777 0.2965 0.281891
10.1778 0.2975 0.281966
10.1781 0.2985 0.282208
10.1786 0.2995 0.282594
10.1791 0.3005 0.282892
10.1796 0.3015 0.283283
10.1798 0.3025 0.283387
10.1805 0.3035 0.283886
10.1805 0.3045 0.283929
10.1836 0.3055 0.286143
10.1839 0.3065 0.28636
10.1841 0.3075 0.286531
10.1841 0.3085 0.286533
10.1847 0.3095 0.286963
10.1857 0.3105 0.287685
10.1867 0.3115 0.288348
10.1881 0.3125 0.289417
10.1902 0.3135 0.290942
10.1905 0.3145 0.291165
10.1916 0.3155 0.291915
10.1916 0.3165 0.291923
10.1919 0.3175 0.292141
10.1922 0.3185 0.292328
10.1932 0.3195 0.293079
10.1932 0.3205 0.293117
10.1961 0.3215 0.295205
10.1965 0.3225 0.295507
10.2001 0.3235 0.298159
10.2009 0.3245 0.298685
10.205 0.3255 0.301731
10.2141 0.3265 0.3085
10.2167 0.3275 0.310402
10.2205 0.3285 0.313251
10.2249 0.3295 0.316576
10.2261 0.3305 0.31749
10.2275 0.3315 0.318559
10.2288 0.3325 0.319522
10.2304 0.3335 0.320726
10.231 0.3345 0.321174
10.2348 0.3355 0.324064
10.2355 0.3365 0.324552
10.2369 0.3375 0.325688
10.2388 0.3385 0.327137
10.2398 0.3395 0.327876
10.2414 0.3405 0.329089
10.2428 0.3415 0.330146
10.2441 0.3425 0.331159
10.2447 0.3435 0.331649
10.2459 0.3445 0.332551
10.2462 0.3455 0.332733
10.2463 0.3465 0.332835
10.2465 0.3475 0.333009
10.2535 0.3485 0.338403
10.2571 0.3495 0.341178
10.2575 0.3505 0.341462
10.2581 0.3515 0.341978
10.2584 0.3525 0.342212
10.2591 0.3535 0.342706
10.2598 0.3545 0.34328
10.2625 0.3555 0.345353
10.2634 0.3565 0.346061
