1024 0.625005 0.571296 0.678713 0.636831
2048 0.631191 0.593082 0.6693 0.636831
4096 0.625815 0.598788 0.652842 0.636831
8192 0.625446 0.606312 0.64458 0.636831
16384 0.632215 0.618683 0.645747 0.636831
32768 0.634177 0.624635 0.643718 0.636831
65536 0.638535 0.631792 0.645277 0.636831
131072 0.63725 0.632479 0.642022 0.636831
262144 0.637937 0.634561 0.641314 0.636831
524288 0.63778 0.635392 0.640167 0.636831
1.04858e+06 0.638286 0.636598 0.639974 0.636831
